cell_line,context,spearman_rho,rank
SUP-T1,C,0.7338748,934
ASC2telo differentiated,C,0.73358804,935
Namalwa,C,0.7335281,936
WSU-FSCCL,C,0.7334945,937
KCL-22,C,0.73346585,938
KYO-1,C,0.73336214,939
Rh18,C,0.73332334,940
MJ,C,0.7332167,941
DU4475,C,0.7331787,942
Hs 819.T,C,0.7331491,943
TTC-549,C,0.7328917,944
RPMI-8226,C,0.7328277,945
SUP-B15,C,0.7326342,946
LAMA-84,C,0.73249024,947
THP-1,C,0.7322673,948
REH,C,0.7322247,949
A4/Fukuda,C,0.7321205,950
KD [Human abdomen rhabdoid tumor],C,0.7320862,951
COR-L88,C,0.73195803,952
OCI-AML-3,C,0.7315483,953
Ki-JK,C,0.731513,954
Pfeiffer,C,0.7311189,955
MDA-MB-134-VI,C,0.7310663,956
JURKAT,C,0.7309588,957
ECC10,C,0.73090845,958
TALL-1 [Human adult T-ALL],C,0.7307422,959
Hs 822.T,C,0.73065627,960
Karpas-620,C,0.7306023,961
NCI-H526,C,0.7305966,962
NB4,C,0.73044735,963
KMS-26,C,0.7304095,964
SK-N-MC,C,0.7302695,965
NCI-H1155,C,0.72988015,966
MM1.S,C,0.7298216,967
LXFL 529L,C,0.7298104,968
D283 Med,C,0.72974795,969
Karpas-299,C,0.72974575,970
SKNO-1,C,0.7296187,971
BDCM,C,0.7293291,972
SU-DHL-6,C,0.72891414,973
EWS-502,C,0.72885674,974
SUP-T11,C,0.72874737,975
Fu97,C,0.728633,976
MON,C,0.7285746,977
BEN,C,0.72853714,978
HL-60,C,0.7283967,979
LP-1,C,0.72825974,980
SIG-M5,C,0.7282073,981
OPM-2,C,0.72819537,982
RCH-ACV,C,0.72808313,983
MOLP-8,C,0.7279853,984
Ku812,C,0.7278061,985
KP-MRT-RY,C,0.72779244,986
WSU-NHL,C,0.7277461,987
NCO2,C,0.7277236,988
Rh41,C,0.7275247,989
NTERA-2,C,0.72731656,990
NU-DHL-1,C,0.72689396,991
NCI-H446,C,0.7268263,992
Sc-1,C,0.72680223,993
OCI-My5,C,0.7267512,994
Hs 255.T,C,0.72643715,995
BV-173,C,0.7264183,996
JM-1,C,0.72615284,997
Hs 611.T,C,0.72596645,998
OCI-Ly19,C,0.7257891,999
NCI-H510A,C,0.72574383,1000
U266B1,C,0.7256235,1001
NCI-H1882,C,0.72551274,1002
COLO 668,C,0.7254834,1003
U-937,C,0.725452,1004
NB1,C,0.7254182,1005
HDLM-2,C,0.72525835,1006
Granta-519,C,0.7251382,1007
697,C,0.7251031,1008
DMS 53,C,0.7250797,1009
SK-ES-1,C,0.7250701,1010
HuT 78,C,0.7250322,1011
TK [Human B-cell lymphoma],C,0.72502345,1012
MOLM-16,C,0.72502184,1013
VMRC-LCD,C,0.72496855,1014
COR-L95,C,0.7249657,1015
NCI-H209,C,0.7247166,1016
AMO1,C,0.7243312,1017
NALM-19,C,0.7240598,1018
MEG-01,C,0.7240342,1019
EB2,C,0.72399354,1020
DoHH2,C,0.7239274,1021
RD-ES,C,0.7238289,1022
L-428,C,0.7236224,1023
MEC-1,C,0.72325027,1024
Raji,C,0.7228889,1025
KE-97,C,0.722796,1026
NALM-6,C,0.7227813,1027
NCI-H929,C,0.72266114,1028
HuT 102,C,0.7226386,1029
L-363,C,0.72259545,1030
NCI-H810,C,0.7221573,1031
SU-DHL-10,C,0.7220433,1032
ML-2,C,0.72155595,1033
NCI-H2029,C,0.72151166,1034
KYM-1,C,0.7215039,1035
MHH-CALL-2,C,0.72141576,1036
BCP-1,C,0.7214053,1037
RPMI-8402,C,0.7211821,1038
MOLM-13,C,0.72101057,1039
REC-1,C,0.720979,1040
MOLT-4,C,0.72094625,1041
GDM-1,C,0.72084665,1042
AF22,C,0.7207649,1043
A3/Kawakami,C,0.7205717,1044
KMS-18,C,0.7203013,1045
C8166,C,0.72025317,1046
KMM-1,C,0.7200374,1047
BL-41,C,0.7199315,1048
M-07e,C,0.71942717,1049
F-36P,C,0.7194098,1050
OCI-AML-2,C,0.7190726,1051
KMS-12-BM,C,0.71904874,1052
COR-L311,C,0.718847,1053
SU-DHL-8,C,0.7186816,1054
SK-MM-2,C,0.718677,1055
MV4-11,C,0.7186223,1056
OCI-M1,C,0.7186102,1057
MOLM-6,C,0.71829295,1058
SK-NEP-1,C,0.7182621,1059
UMC-11,C,0.7182331,1060
OPM-1,C,0.718086,1061
EB3 [Human Burkitt lymphoma],C,0.71804506,1062
CCRF-SB,C,0.7179031,1063
STM91-01,C,0.7177288,1064
Peer,C,0.7175942,1065
HT,C,0.71755034,1066
NALM-1,C,0.71752775,1067
L-540,C,0.717449,1068
SU-DHL-4,C,0.7174477,1069
P3HR-1,C,0.71741945,1070
HH [Human lymphoma],C,0.7173636,1071
U-266/84,C,0.71727824,1072
NCI-H1436,C,0.71722335,1073
HEL 92.1.7,C,0.7169291,1074
Mino,C,0.71692723,1075
U-2932,C,0.7169017,1076
SK-PN-DW,C,0.7167536,1077
PF-382,C,0.7165017,1078
TMD8,C,0.7164237,1079
EoL-1,C,0.7163564,1080
Ri-1,C,0.71621877,1081
U-698-M,C,0.7160756,1082
Ci-1,C,0.7159744,1083
INA-6,C,0.7158601,1084
GA-10,C,0.7157632,1085
BL-70,C,0.71566397,1086
SCLC-21H,C,0.7154022,1087
OCI-M2,C,0.71538866,1088
Jiyoye,C,0.71510184,1089
Jurkat E6.1,C,0.71507674,1090
KO52,C,0.714972,1091
CA46,C,0.71485066,1092
BJAB,C,0.7143655,1093
L-1236,C,0.7143322,1094
Karpas-1106P,C,0.7143178,1095
OCI-AML-5,C,0.71426064,1096
MUTZ-5,C,0.7141486,1097
RL,C,0.7140449,1098
PLB-985,C,0.7139378,1099
NU-DUL-1,C,0.713758,1100
KG-1,C,0.7137344,1101
DMS 454,C,0.71353513,1102
Mono-Mac-1,C,0.7135328,1103
RC-K8,C,0.71298134,1104
MHH-PREB-1,C,0.71288234,1105
SET-2,C,0.7128188,1106
NOMO-1,C,0.71277606,1107
Farage,C,0.7124473,1108
HNT-34,C,0.71222836,1109
MOLT-3,C,0.71219766,1110
SU-DHL-16,C,0.71209246,1111
ECC12,C,0.71207875,1112
P12-Ichikawa,C,0.71189624,1113
U-266/70,C,0.71184653,1114
NCI-H2081,C,0.7117451,1115
NCI-H1836,C,0.71162546,1116
Karpas-707,C,0.71134293,1117
NCI-N417,C,0.7112632,1118
EJM,C,0.71123576,1119
COLO 704,C,0.7109334,1120
OCI-Ly3,C,0.7108922,1121
JVM-2,C,0.71017706,1122
SCLC-22H,C,0.7098243,1123
COR-L47,C,0.7098072,1124
EHEB,C,0.70976365,1125
JK-1,C,0.7095327,1126
HMC-1,C,0.7093613,1127
MUTZ-3,C,0.70891553,1128
SH-SY5Y,C,0.7088988,1129
SHP-77,C,0.708897,1130
P31/FUJ,C,0.7088516,1131
JeKo-1,C,0.7082205,1132
MHH-CALL-4,C,0.7080546,1133
KE-37,C,0.70783645,1134
CML-T1,C,0.70766014,1135
EB1,C,0.7073387,1136
MOLT-16,C,0.70693636,1137
KOPN-8,C,0.7068087,1138
Kasumi-2,C,0.706741,1139
MOLT-13,C,0.7065495,1140
JVM-3,C,0.70637476,1141
Daudi,C,0.7063453,1142
DMS 79,C,0.706288,1143
COR-L279,C,0.7060153,1144
NCI-H1105,C,0.70596457,1145
OCI-My7,C,0.70590395,1146
ALL-SIL,C,0.70585537,1147
HEL,C,0.7057234,1148
UKE-1,C,0.7056272,1149
MC116,C,0.7053063,1150
CMK,C,0.705274,1151
NCI-H2106,C,0.70527196,1152
NCI-H82,C,0.7047447,1153
MHH-CALL-3,C,0.704587,1154
NCI-H1963,C,0.7040553,1155
Loucy,C,0.7038692,1156
KM-H2,C,0.70379686,1157
HuNS1,C,0.70276135,1158
COR-L26,C,0.7025385,1159
PL-21,C,0.7023582,1160
NCI-H2171,C,0.70183337,1161
HPB-ALL,C,0.70181257,1162
OCI-Ly10,C,0.7012675,1163
NCI-H345,C,0.70117533,1164
DB,C,0.70083684,1165
COLO 684,C,0.700589,1166
HCC33,C,0.6995619,1167
CADO-ES1,C,0.69949085,1168
NCI-H889,C,0.6992301,1169
Kasumi-6,C,0.69886833,1170
RS4;11,C,0.69853413,1171
MOLP-2,C,0.6976418,1172
NCI-H1770,C,0.6973702,1173
SK-N-BE(2),C,0.6973007,1174
SK-N-DZ,C,0.69729567,1175
Karpas-422,C,0.6972515,1176
NCI-H187,C,0.69673085,1177
NCI-H847,C,0.6966992,1178
KMS-27,C,0.6960627,1179
MHH-NB-11,C,0.69588757,1180
Ramos,C,0.69567215,1181
NCI-H1930,C,0.6956557,1182
NCI-H1184,C,0.69564354,1183
NCI-H524,C,0.69493675,1184
KMS-21-BM,C,0.69493026,1185
ME-1 [Human leukemia],C,0.6948797,1186
NCI-H69,C,0.6934553,1187
CPC-N,C,0.693306,1188
KHM-1B,C,0.6929076,1189
NCI-H1694,C,0.69258267,1190
IMR-32,C,0.6916938,1191
D341 Med,C,0.69117707,1192
NCI-H146,C,0.6892852,1193
NCI-H1092,C,0.68855983,1194
Kelly,C,0.6865004,1195
NH-6,C,0.6860864,1196
SK-N-FI,C,0.68504363,1197
SiMa,C,0.6844353,1198
COR-L24,C,0.68361056,1199
NCI-H1385,C,0.68138915,1200
OCI-Ly7,C,0.680446,1201
NCI-H2227,C,0.67714703,1202
KP-N-YN,C,0.67607725,1203
CHP-126,C,0.67391616,1204
TT,C,0.6732398,1205
KP-N-RT-BM-1,C,0.67039806,1206
