cell_line,context,spearman_rho,rank
EHEB,C,0.23024121,929
F-36P,C,0.23017971,930
A2780,C,0.22992659,931
M-07e,C,0.2295488,932
JVM-2,C,0.22902857,933
Mono-Mac-6,C,0.22877151,934
MOLM-6,C,0.22853567,935
U-937,C,0.2283889,936
TALL-1 [Human adult T-ALL],C,0.22808963,937
JJN-3,C,0.22805575,938
SU-DHL-6,C,0.22787043,939
U266B1,C,0.22772391,940
JVM-3,C,0.22756352,941
Rh30,C,0.22732842,942
KYO-1,C,0.22706075,943
EoL-1,C,0.22690758,944
Jiyoye,C,0.2265901,945
WSU-DLCL2,C,0.2256925,946
UMC-11,C,0.22552353,947
OCI-My5,C,0.22538134,948
HL-60,C,0.22473182,949
INA-6,C,0.22423653,950
NCO2,C,0.22406465,951
KCL-22,C,0.22394265,952
RS4;11,C,0.22337979,953
EN,C,0.22291265,954
OCI-AML-2,C,0.22278446,955
JURL-MK1,C,0.22255723,956
OCI-AML-3,C,0.22215761,957
COV434,C,0.22214812,958
COR-L95,C,0.22211812,959
Mono-Mac-1,C,0.22145718,960
HuT 102,C,0.2211183,961
NOMO-1,C,0.22111095,962
Hs 611.T,C,0.22060037,963
NCI-H661,C,0.22049159,964
NCI-H716,C,0.22005223,965
EB2,C,0.2199042,966
UKE-1,C,0.21885084,967
K-562,C,0.2184562,968
WSU-FSCCL,C,0.21703413,969
Ku812,C,0.21688955,970
SU-DHL-10,C,0.21675447,971
P3HR-1,C,0.21658574,972
KMS-18,C,0.2163023,973
NALM-19,C,0.21577851,974
Kasumi-1,C,0.21550359,975
BCP-1,C,0.21545117,976
ML-2,C,0.2153205,977
HDLM-2,C,0.21528576,978
SET-2,C,0.21490325,979
HuTu 80,C,0.21458103,980
CCRF-SB,C,0.21409164,981
Karpas-707,C,0.21368541,982
OCI-M1,C,0.2130474,983
COLO 320DM,C,0.21277735,984
VMRC-LCD,C,0.21232662,985
SU-DHL-8,C,0.2122691,986
Raji,C,0.21219862,987
HEL 92.1.7,C,0.21219845,988
MEC-1,C,0.21205094,989
SEM,C,0.2119978,990
TMD8,C,0.2113617,991
NCI-H510A,C,0.21115905,992
SBC-5,C,0.21102503,993
PL-21,C,0.21089469,994
MV4-11,C,0.21057603,995
NCE-G 61,C,0.20973249,996
OPM-2,C,0.20966104,997
Mino,C,0.20957707,998
P31/FUJ,C,0.20944652,999
NALM-1,C,0.20889571,1000
NCI-H522,C,0.20844772,1001
KMS-11,C,0.20798394,1002
SUP-T1,C,0.20789056,1003
C-33 A,C,0.20781232,1004
KG-1,C,0.2076941,1005
KD [Human abdomen rhabdoid tumor],C,0.20721127,1006
OPM-1,C,0.20698304,1007
MHH-CALL-4,C,0.20691244,1008
ALL-SIL,C,0.20669995,1009
SKNO-1,C,0.20663315,1010
SK-N-SH,C,0.20643108,1011
MOLP-8,C,0.20638873,1012
Rh41,C,0.20631918,1013
Toledo,C,0.20612364,1014
Karpas-1106P,C,0.20593625,1015
NU-DUL-1,C,0.20569193,1016
Ci-1,C,0.20562217,1017
697,C,0.205293,1018
KMS-34,C,0.20502627,1019
Granta-519,C,0.20446774,1020
TTC-709,C,0.20428531,1021
BL-70,C,0.20427792,1022
G-401,C,0.20305084,1023
Namalwa,C,0.20263813,1024
NCI-H1882,C,0.20261578,1025
EJM,C,0.20203328,1026
Daudi,C,0.20167202,1027
NALM-6,C,0.20123014,1028
OCI-AML-5,C,0.20114945,1029
MOLM-16,C,0.20099607,1030
CMK,C,0.20034623,1031
NCI-H1618,C,0.200234,1032
KMS-28BM,C,0.19918877,1033
KHM-1B,C,0.19890206,1034
REH,C,0.19884835,1035
LP-1,C,0.1988341,1036
MJ,C,0.19845054,1037
RC-K8,C,0.1976333,1038
ECC10,C,0.19759391,1039
BL-41,C,0.19725932,1040
WSU-NHL,C,0.19695556,1041
AMO1,C,0.19682005,1042
U-266/70,C,0.19681454,1043
KOPN-8,C,0.1968041,1044
TK [Human B-cell lymphoma],C,0.19668949,1045
Sc-1,C,0.19655769,1046
RCH-ACV,C,0.19623396,1047
LXFL 529L,C,0.19614829,1048
RL,C,0.19608176,1049
NCI-H1876,C,0.1959859,1050
L-540,C,0.19587941,1051
TE 617.T,C,0.19567771,1052
SNU-398,C,0.19519092,1053
KO52,C,0.19489217,1054
HuNS1,C,0.19412456,1055
NTERA-2,C,0.19386917,1056
KYM-1,C,0.1929351,1057
EW-8,C,0.19269407,1058
MOLP-2,C,0.1924695,1059
NCI-H929,C,0.19228134,1060
COR-L88,C,0.1922573,1061
HEL,C,0.1921821,1062
ME-1 [Human leukemia],C,0.19195424,1063
GA-10,C,0.19189818,1064
HuT 78,C,0.19175151,1065
EB1,C,0.19152181,1066
NCI-H446,C,0.19116867,1067
NCI-H841,C,0.19105114,1068
D283 Med,C,0.19083461,1069
Kasumi-6,C,0.19073951,1070
TC-71,C,0.19059888,1071
MUTZ-5,C,0.19014992,1072
MHH-CALL-2,C,0.1900979,1073
BJAB,C,0.19002728,1074
KM-H2,C,0.1892658,1075
U-2932,C,0.18917665,1076
Ri-1,C,0.1888836,1077
L-428,C,0.1887559,1078
SK-MM-2,C,0.18835048,1079
A3/Kawakami,C,0.18827198,1080
KMS-12-BM,C,0.1878437,1081
SK-N-MC,C,0.1878173,1082
SU-DHL-4,C,0.18756942,1083
TTC-1240,C,0.18756926,1084
EB3 [Human Burkitt lymphoma],C,0.18747233,1085
Tm87-16,C,0.18717381,1086
OCI-Ly19,C,0.18576016,1087
NCI-H526,C,0.1853057,1088
U-266/84,C,0.18413536,1089
SU-DHL-16,C,0.18401115,1090
TTC-642,C,0.1831481,1091
SCLC-22H,C,0.1821833,1092
KMS-26,C,0.18205436,1093
MHH-CALL-3,C,0.18180831,1094
U-698-M,C,0.18161862,1095
OCI-M2,C,0.18106961,1096
COR-L26,C,0.18065004,1097
KMS-21-BM,C,0.18042591,1098
OCI-My7,C,0.17968068,1099
MOLT-16,C,0.17956111,1100
STM91-01,C,0.17912063,1101
KP-MRT-RY,C,0.17887044,1102
Kasumi-2,C,0.1784892,1103
DoHH2,C,0.1782925,1104
Pfeiffer,C,0.17829172,1105
NCI-H810,C,0.1782491,1106
P12-Ichikawa,C,0.1778128,1107
MON,C,0.17563795,1108
HMC-1,C,0.17562833,1109
COR-L311,C,0.17555699,1110
OCI-Ly10,C,0.17536157,1111
C8166,C,0.17509544,1112
TTC-549,C,0.1749804,1113
SHP-77,C,0.17443919,1114
DMS 79,C,0.17412826,1115
NCI-H1581,C,0.17302977,1116
KMM-1,C,0.1725051,1117
TOV-112D,C,0.1719967,1118
OCI-Ly3,C,0.17164563,1119
HT,C,0.17032343,1120
NCI-H2077,C,0.17027943,1121
ECC12,C,0.16833608,1122
Farage,C,0.1680466,1123
Peer,C,0.16803607,1124
L-363,C,0.1666093,1125
REC-1,C,0.16609947,1126
PF-382,C,0.16609669,1127
JM-1,C,0.16588059,1128
EWS-502,C,0.16549823,1129
HPB-ALL,C,0.16511662,1130
CA46,C,0.16430274,1131
HH [Human lymphoma],C,0.16308933,1132
MOLT-3,C,0.16235472,1133
RD-ES,C,0.16204652,1134
NCI-H209,C,0.16130859,1135
TT,C,0.16095553,1136
MOLT-4,C,0.16084711,1137
RPMI-8402,C,0.16013125,1138
COR-L279,C,0.15955727,1139
KE-37,C,0.15906656,1140
MC116,C,0.15893976,1141
NCI-H1836,C,0.15887728,1142
MHH-PREB-1,C,0.15810564,1143
MOLT-13,C,0.15797855,1144
NCI-H1385,C,0.15562207,1145
JeKo-1,C,0.15284918,1146
L-1236,C,0.15261425,1147
SK-NEP-1,C,0.15176617,1148
Karpas-422,C,0.14987713,1149
JURKAT,C,0.14804602,1150
KMS-27,C,0.14765428,1151
NCI-H2106,C,0.14649513,1152
SK-PN-DW,C,0.14629178,1153
Ramos,C,0.14625114,1154
SK-ES-1,C,0.146214,1155
NCI-H69,C,0.14606194,1156
NCI-H345,C,0.145483,1157
COR-L47,C,0.14508958,1158
CML-T1,C,0.14461568,1159
NCI-H1436,C,0.14409286,1160
DMS 114,C,0.14267127,1161
SUP-T11,C,0.14197049,1162
NB1,C,0.1417332,1163
Loucy,C,0.14162834,1164
DB,C,0.14135921,1165
SCLC-21H,C,0.13859315,1166
COR-L24,C,0.13211189,1167
AF22,C,0.13063242,1168
Jurkat E6.1,C,0.12956536,1169
NCI-H2171,C,0.12735204,1170
NCI-H889,C,0.12610987,1171
CPC-N,C,0.12507036,1172
NCI-H2081,C,0.124650426,1173
NCI-H1155,C,0.12239078,1174
CADO-ES1,C,0.12127327,1175
OCI-Ly7,C,0.119116805,1176
NCI-H82,C,0.11663249,1177
NCI-N417,C,0.116437584,1178
NCI-H1770,C,0.115857475,1179
HCC33,C,0.11497049,1180
NCI-H1105,C,0.11486816,1181
D341 Med,C,0.111129455,1182
NCI-H146,C,0.10982384,1183
NCI-H1963,C,0.108856596,1184
SH-SY5Y,C,0.10020299,1185
NCI-H187,C,0.09640541,1186
NCI-H1930,C,0.0916924,1187
NCI-H847,C,0.0901757,1188
NCI-H1694,C,0.08935185,1189
COLO 684,C,0.082176134,1190
NH-6,C,0.0809074,1191
MHH-NB-11,C,0.07912493,1192
SK-N-BE(2),C,0.07322982,1193
NCI-H1092,C,0.072454065,1194
Kelly,C,0.071998514,1195
SK-N-DZ,C,0.0715417,1196
SK-N-FI,C,0.068290785,1197
COLO 704,C,0.06770426,1198
SiMa,C,0.06657091,1199
NCI-H524,C,0.065851256,1200
NCI-H1184,C,0.06570254,1201
CHP-126,C,0.054750264,1202
NCI-H2227,C,0.049983617,1203
IMR-32,C,0.04596964,1204
KP-N-YN,C,0.030353457,1205
KP-N-RT-BM-1,C,0.018214522,1206
